species	ANI
Pseudomonas taiwanensis	99.78
Rufibacter sediminis	100.00
Neobittarella massiliensis	98.47
Spirosoma utsteinense	99.98
Siccirubricoccus deserti	99.99
Winogradskyella echinorum	100.00
Anaerotruncus massiliensis	98.79
Acetobacterium paludosum	100.00
Caproicibacter fermentans	98.82
Flavobacterium kayseriense	100.00
Flavobacterium muglaense	100.00
Flavobacterium bernardetii	100.00
Flavobacterium turcicum	100.00
Thioclava marina	98.73
Oceanibaculum nanhaiense	98.77
Massiliimalia timonensis	99.35
Flavobacterium macrobrachii	100.00
Sphingomonas lutea	99.99
Thermomonas carbonis	99.84
Hymenobacter qilianensis	99.95
Sphingomonas alpina	99.99
Sinomicrobium weinanense	100.00
Changpingibacter yushuensis	98.76
Flaviflexus equikiangi	99.27
Bradyrhizobium campsiandrae	99.99
Aquisalinus flavus	100.00
Desemzia incerta	97.60
Pseudaminobacter soli	100.00
Leuconostoc falkenbergense	98.20
Fictibacillus barbaricus	100.00
Asaia siamensis	100.00
Pseudoxanthomonas indica	99.98
Jeotgalicoccus schoeneichii	99.98
Gemmobacter megaterium	100.00
Halobacillus andaensis	100.00
Wenyingzhuangia marina	100.00
Dokdonia pacifica	99.99
Belliella aquatica	99.99
Priestia taiwanensis	100.00
Chishuiella changwenlii	99.98
Bacteroides luhongzhouii	99.51
Pullulanibacillus pueri	100.00
Sediminivirga luteola	99.52
Subtercola lobariae	100.00
Edaphobacter dinghuensis	100.00
Cribrihabitans marinus	100.00
Flexivirga endophytica	100.00
Shewanella inventionis	99.73
Dyella caseinilytica	100.00
Edaphobacter acidisoli	100.00
Hoyosella rhizosphaerae	100.00
Salinibacterium xinjiangense	100.00
Roseovarius pacificus	100.00
Micromonospora yangpuensis	99.99
Nonomuraea cavernae	99.99
Nonomuraea glycinis	99.99
Thermogymnomonas acidicola	98.66
Legionella impletisoli	100.00
Halarchaeum rubridurum	100.00
Shewanella aestuarii	100.00
Halomicroarcula pellucida	100.00
Alicyclobacillus cellulosilyticus	99.99
Glutamicibacter protophormiae	99.26
Streptomyces anthocyanicus	99.41
Shewanella gelidii	100.00
Planomonospora parontospora	99.99
Butyricicoccus faecihominis	99.99
Shewanella saliphila	100.00
Shewanella ulleungensis	100.00
Actinoplanes ianthinogenes	99.99
Lentzea flava	100.00
Saccharothrix coeruleofusca	99.31
Agromyces mediolanus	99.05
Nocardioides luteus	99.95
Streptomyces nojiriensis	100.00
Streptomyces asoensis	100.00
Streptomyces chromofuscus	99.99
Streptomyces daghestanicus	99.99
Streptomyces pilosus	99.47
Streptomyces violascens	100.00
Streptomyces purpurascens	99.99
Streptomyces umbrinus	98.43
Streptomyces xanthochromogenes	97.91
Streptomyces avidinii	99.98
Streptomyces flavofungini	99.98
Streptomyces poonensis	99.99
Streptomyces lomondensis	100.00
Streptomyces clavifer	99.99
Ulvibacter litoralis	99.99
Cerasicoccus arenae	99.99
Aidingimonas halophila	100.00
Nocardiopsis terrae	100.00
Marinobacter persicus	99.99
Paludibacterium paludis	100.00
Allgaiera indica	100.00
Klenkia taihuensis	100.00
Deinococcus metalli	100.00
Flavimobilis marinus	100.00
Streptomyces griseocarneus	99.99
Streptomyces hydrogenans	99.95
Streptomyces thermodiastaticus	99.99
Streptomyces rubradiris	99.99
Paracoccus aerius	99.99
Roseicitreum antarcticum	99.99
Pseudomonas typographi	99.73
Undibacterium oligocarboniphilum	100.00
Rothia terrae	98.41
Geminicoccus harenae	100.00
Nanchangia anserum	99.95
Olleya marilimosa	97.74
Erwinia aphidicola	98.84
Chryseobacterium muglaense	100.00
Nocardioides cavernae	100.00
Pseudomonas coleopterorum	96.68
Mesorhizobium caraganae	98.60
Mesorhizobium silamurunense	99.69
Methylobacterium bullatum	99.99
Prevotellamassilia timonensis	97.41
Veillonella magna	97.43
Musicola keenii	100.00
Ruminococcus bromii	98.70
Gemmiger formicilis	97.88
Mediterranea massiliensis	97.42
Kibdelosporangium phytohabitans	100.00
Aeromonas simiae	96.72
Mycolicibacterium baixiangningiae	99.16
Moorella humiferrea	97.69
Kyrpidia tusciae	98.14
Vibrio litoralis	96.95
Carnobacterium mobile	98.25
Psychrobacter celer	98.73
Psychrobacter aquimaris	98.50
Psychrobacter faecalis	97.79
Psychrobacter namhaensis	98.79
Virgibacillus salexigens	99.71
Citrobacter sedlakii	99.26
Trueperella pecoris	99.23
Pectobacterium quasiaquaticum	99.26
Cruoricaptor ignavus	97.51
Chryseobacterium culicis	98.72
Cytobacillus luteolus	100.00
Nocardioides dongkuii	99.39
Nocardioides lijunqiniae	97.52
Schwartzia succinivorans	97.17
Actinomyces succiniciruminis	98.53
Actinomyces ruminicola	96.64
Nocardioides salarius	100.00
Faecalibacillus intestinalis	98.22
Candidatus Acidifodinimicrobium mancum	97.44
Tenacibaculum finnmarkense	98.58
Pseudomonas cyclaminis	99.97
Pseudomonas shirazica	98.24
Vagococcus salmoninarum	98.46
Acinetobacter albensis	98.30
Pseudoalteromonas arabiensis	99.23
Sanguibacter inulinus	100.00
Gluconobacter cerevisiae	100.00
Gluconobacter cadivus	96.46
Alloprevotella tannerae	96.80
Actinomyces bouchesdurhonensis	98.18
Prevotella aurantiaca	98.31
Mogibacterium diversum	97.33
Microbacterium yannicii	100.00
Anoxybacillus caldiproteolyticus	99.40
Zobellia nedashkovskayae	98.06
Zobellia roscoffensis	98.01
Agreia pratensis	98.45
Thermaurantiacus tibetensis	100.00
Catenulispora pinisilvae	99.18
Alloalcanivorax profundimaris	97.37
Enterobacter oligotrophicus	99.18
Actinomyces trachealis	99.54
Rouxiella silvae	99.55
Nocardia beijingensis	98.19
Nocardia elegans	99.55
Clostridium celatum	99.77
Odoribacter laneus	99.49
Bacteroides congonensis	97.83
Phocea massiliensis	99.56
Anaerotruncus rubiinfantis	99.38
Parolsenella catena	98.21
Eubacterium maltosivorans	98.57
Streptococcus rubneri	98.56
Staphylococcus lloydii	100.00
Acinetobacter baretiae	99.36
Acinetobacter rathckeae	99.75
Acinetobacter pollinis	99.81
Rahnella laticis	97.97
Methylophaga aminisulfidivorans	96.88
Clostridium saudiense	99.63
Blautia luti	99.15
Hydrogeniiclostridium mannosilyticum	99.22
Faecalibacillus faecis	98.49
Serratia surfactantfaciens	99.21
Desulfotignum balticum	97.36
Candidatus Geothermincola secundus	99.81
Candidatus Solincola daggyaiensis	99.86
Candidatus Solincola tengchongensis	98.49
Proteus alimentorum	97.18
Pseudomonas mohnii	96.23
Longispora fulva	100.00
Pseudomonas qingdaonensis	99.24
Corynebacterium belfantii	99.59
Facklamia lactis	99.29
Pinirhizobacter soli	99.08
Mycolicibacterium mengxianglii	99.20
Oceanicaulis alexandrii	97.76
Pseudomonas glycinae	97.37
Pseudomonas lutea	97.53
Thiosulfatihalobacter marinus	99.67
Lysinibacillus macroides	99.92
Halomonas pacifica	98.82
Hymenobacter negativus	97.73
Neptunomonas qingdaonensis	100.00
Bifidobacterium choladohabitans	96.28
Bifidobacterium apousia	97.16
Arcobacter vandammei	100.00
Capnocytophaga periodontitidis	97.08
Paraburkholderia ginsengisoli	100.00
Allomeiothermus silvanus	97.51
Salegentibacter maritimus	98.39
Marinobacter guineae	99.13
Marinobacter subterrani	97.07
Treponema porcinum	97.02
Treponema berlinense	99.09
Peptoniphilus harei	98.12
Burkholderia anthina	97.12
Acinetobacter vivianii	97.24
Halorhodospira halophila	100.00
Paracraurococcus ruber	99.98
Allochromatium vinosum	97.58
Lactobacillus nasalidis	99.99
Anaerococcus obesiensis	99.58
Allofrancisella guangzhouensis	99.99
Methylorubrum rhodesianum	99.21
Methylobacterium ajmalii	99.99
Paraburkholderia aspalathi	98.25
Brachybacterium halotolerans	96.69
Candidatus Vicinibacter affinis	98.73
Candidatus Brachybacter algidus	98.84
Candidatus Phosphoribacter hodrii	98.77
Candidatus Phosphoribacter baldrii	97.97
Candidatus Opimibacter skivensis	97.36
Candidatus Defluviibacterium haderslevense	96.90
Peribacillus psychrosaccharolyticus	99.98
Sphingobacterium multivorum	98.52
Galbibacter mesophilus	100.00
Companilactobacillus zhachilii	97.81
Rhodovulum visakhapatnamense	98.59
Shewanella schlegeliana	100.00
Peptostreptococcus stomatis	98.19
Legionella bononiensis	99.98
Chryseobacterium gambrini	96.78
Methylobacillus glycogenes	96.85
Peptoniphilus asaccharolyticus	99.99
Hyphomicrobium zavarzinii	98.80
Streptomyces koyangensis	98.48
Klebsiella africana	99.72
Pantoea eucrina	98.84
Marivita cryptomonadis	99.89
Shewanella litorisediminis	100.00
Cysteiniphilum marinum	99.92
Staphylococcus pseudoxylosus	99.14
Thermobrachium celere	98.60
Lacticaseibacillus suibinensis	98.29
Levilactobacillus wangkuiensis	99.92
Lacticaseibacillus mingshuiensis	99.78
Apilactobacillus nanyangensis	98.43
Actinoplanes abujensis	99.99
Actinoplanes cyaneus	99.99
Actinoplanes derwentensis	100.00
Actinoplanes philippinensis	99.99
Actinoplanes regularis	100.00
Actinoplanes xinjiangensis	99.99
Asanoa ishikariensis	100.00
Catellatospora chokoriensis	100.00
Cellulomonas chitinilytica	98.69
Cellulomonas marina	100.00
Cellulomonas pakistanensis	99.79
Phytomonospora endophytica	100.00
Sphaerisporangium melleum	99.94
Micromonospora andamanensis	97.86
Pseudomonas arcuscaelestis	99.31
Streptomyces sioyaensis	99.99
Clavibacter zhangzhiyongii	98.44
Pseudoramibacter alactolyticus	98.22
Parafannyhessea umbonata	97.56
Mobilibacterium timonense	97.75
Caecibacteroides pullorum	98.56
Faecalicoccus acidiformans	98.54
Haloterrigena salifodinae	98.32
Lacrimispora saccharolytica	100.00
Marinomonas foliarum	98.13
Alloalcanivorax marinus	98.58
Microbacterium keratanolyticum	100.00
Microbacterium dextranolyticum	99.98
Curtobacterium herbarum	99.21
Methylopila capsulata	100.00
Clostridium sardiniense	97.55
Periweissella beninensis	99.77
Leuconostoc rapi	100.00
Weissella uvarum	100.00
Kurthia huakuii	100.00
Enterococcus xiangfangensis	100.00
Gordonia hydrophobica	100.00
Actinacidiphila bryophytorum	99.04
Rheinheimera maricola	100.00
Lactococcus taiwanensis	98.75
Stenotrophomonas lactitubi	96.45
Amphritea pacifica	99.31
Sphingomonas arenae	100.00
Mycoplasma phocoeninasale	97.91
Tsuneonella flava	98.13
Pseudomonas lactucae	99.98
Amphritea spongicola	99.76
Halapricum desulfuricans	98.47
Pandoraea nosoerga	99.87
Treponema ruminis	100.00
Thermobispora bispora	99.64
Providencia huaxiensis	99.06
Xanthomonas bonasiae	98.27
Pseudomonas capsici	98.98
Cytobacillus horneckiae	99.58
Pseudoclavibacter alba	98.03
Pseudomonas atacamensis	97.20
Marinobacter daepoensis	99.21
Halobacillus kuroshimensis	98.99
Thalassospira povalilytica	97.91
Salipiger thiooxidans	96.08
Thiomonas arsenitoxydans	99.09
Hyphomicrobium denitrificans	96.80
Stenotrophomonas nitritireducens	97.72
Salana multivorans	99.11
Methylibium petroleiphilum	96.09
Legionella steelei	99.26
Salipiger bermudensis	98.40
Marinobacterium georgiense	97.59
Enterococcus ureasiticus	96.70
Enterococcus hulanensis	97.55
Alicyclobacillus suci	98.52
Alicyclobacillus fructus	99.99
Leclercia pneumoniae	99.61
Rhizobium lentis	99.23
Acidovorax temperans	96.41
Arthrobacter sunyaminii	99.51
Cellulomonas wangleii	99.77
Shewanella cyperi	97.61
Pseudogracilibacillus auburnensis	99.18
Roseomonas haemaphysalidis	100.00
Roseomonas marmotae	99.97
Bifidobacterium imperatoris	100.00
Rhizobium binae	99.44
Bradyrhizobium quebecense	98.22
Mucilaginibacter gossypii	97.12
Rummeliibacillus suwonensis	98.96
Cellulomonas dongxiuzhuiae	99.69
Cellulomonas fengjieae	99.78
Aetokthonos hydrillicola	99.95
Corynebacterium hindlerae	97.05
Xenorhabdus budapestensis	99.15
Siphonobacter aquaeclarae	97.07
Mitsuaria chitosanitabida	99.07
Rhizorhabdus histidinilytica	99.62
Bradyrhizobium vignae	99.16
Pseudooceanicola atlanticus	99.98
Pseudooceanicola nitratireducens	98.17
Brevibacterium renqingii	98.52
Aeromonas sanarellii	97.75
Desulfovibrio desulfuricans	99.30
Pseudomonas alliivorans	98.61
Microbacterium terrae	100.00
Pantoea endophytica	98.42
Jeotgalicoccus pinnipedialis	100.00
Virgibacillus natechei	100.00
Anaerococcus degeneri	100.00
Enterococcus rivorum	100.00
Oceanobacillus polygoni	100.00
Enterococcus alcedinis	100.00
Pantoea cypripedii	99.98
Microbacterium imperiale	99.95
Arthrobacter jiangjiafuii	99.45
Saccharothrix algeriensis	99.59
Pseudomonas khazarica	98.77
Brevibacterium oceani	96.57
Marinobacter psychrophilus	96.87
Hydrogenophaga aromaticivorans	97.83
Ideonella alba	98.80
Prevotella multiformis	98.17
Arachnia rubra	100.00
Roseomonas alkaliterrae	99.95
Roseomonas oryzicola	100.00
Roseomonas hellenica	97.76
Aeromonas popoffii	98.33
Klebsiella pasteurii	99.48
Undibacterium rugosum	99.06
Campylobacter anatolicus	99.14
Bacillus australimaris	100.00
Paenibacillus tritici	98.27
Brevibacillus composti	99.99
Acetobacter okinawensis	98.08
Weissella minor	96.17
Nissabacter archeti	99.32
Catenulispora pinistramenti	99.42
Anoxybacillus rupiensis	99.31
Sphingobium phenoxybenzoativorans	96.45
Collimonas humicola	98.33
Turicibacter bilis	99.16
Francisella halioticida	99.80
Siminovitchia fordii	99.54
Robertmurraya siralis	99.38
Siminovitchia terrae	99.28
Cohnella xylanilytica	98.89
Pseudomonas rustica	97.62
Helcococcus kunzii	99.28
Ruminococcus callidus	98.53
Thermoflexus hugenholtzii	98.65
Bacillus cabrialesii	96.94
Ancylobacter defluvii	99.99
Ancylobacter dichloromethanicus	99.99
Pseudomonas lalucatii	99.66
Prosthecochloris vibrioformis	98.45
Aliidiomarina shirensis	99.31
Paenibacillus faecis	98.02
Pseudoxanthomonas japonensis	96.67
Providencia thailandensis	99.44
Roseibium polysiphoniae	96.15
Halomonas litopenaei	98.30
Mesotoga prima	97.09
Pseudochrobactrum algeriensis	100.00
Photorhabdus noenieputensis	99.99
Rosenbergiella nectarea	97.19
Weissella tructae	99.95
Bowmanella yangjiangensis	96.16
Bifidobacterium simiarum	97.73
Bifidobacterium felsineum	98.52
Bifidobacterium callimiconis	97.93
Cytobacillus gottheilii	98.00
Enterobacter dykesii	98.60
Enterobacter quasimori	99.01
Exiguobacterium acetylicum	98.39
Actinotignum sanguinis	96.85
Reinekea forsetii	98.27
Paraburkholderia strydomiana	97.03
Paenibacillus albidus	96.89
Nitrogeniibacter aestuarii	98.37
Phycicoccus mangrovi	99.95
Gemmobacter fulva	100.00
Thermus antranikianii	99.22
Akkermansia glycaniphila	99.20
Coprococcus catus	99.35
Kyrpidia spormannii	98.27
Paludibacterium yongneupense	99.99
Acidithiobacillus albertensis	98.33
Acidithiobacillus ferriphilus	98.84
Shimia thalassica	97.16
Saccharophagus degradans	96.28
Reichenbachiella agariperforans	98.72
Maribacter dokdonensis	97.90
Zobellia galactanivorans	99.25
Clostridium bowmanii	99.99
Clostridium tagluense	97.50
Polynucleobacter wuianus	97.53
Azospira inquinata	100.00
Verrucosispora sioxanthis	99.53
Arcanobacterium phocae	99.19
Mycoplasma miroungigenitalium	99.84
Clostridium senegalense	98.94
Lysinibacillus capsici	98.37
Anaerocolumna aminovalerica	99.28
Enterococcus devriesei	98.39
Tissierella pigra	99.38
Paenibacillus sophorae	100.00
Hymenobacter siberiensis	99.25
Francisella salimarina	98.07
Enterococcus innesii	98.60
Geomonas nitrogeniifigens	99.41
Holdemanella porci	96.91
Diplocloster agilis	99.17
Limosilactobacillus portuensis	97.78
Rahnella perminowiae	99.33
Chlamydia buteonis	99.99
Halomicroarcula limicola	100.00
Komagataeibacter melomenusus	99.99
Enterobacter chuandaensis	98.53
Streptococcus sinensis	96.92
Photorhabdus akhurstii	97.80
Tenebrionicola larvae	99.27
Lamprocystis purpurea	99.59
Pelodictyon phaeoclathratiforme	99.97
Chlorobium phaeobacteroides	99.30
Curvibacter lanceolatus	99.38
Saccharolobus shibatae	98.94
Chryseobacterium faecale	100.00
Geomonas subterranea	99.99
Alteromonas lipotrueae	99.52
Prevotella hominis	96.87
Pseudonocardia oceani	99.93
Pseudonocardia abyssalis	100.00
Acinetobacter harbinensis	98.40
Microbacterium resistens	98.89
Ferrimonas balearica	97.52
Brevundimonas nasdae	97.20
Streptomyces poriferorum	99.97
Lachnospira eligens	99.25
Raoultibacter timonensis	99.02
Mailhella massiliensis	98.68
Angelakisella massiliensis	98.33
Hydrogenophilus thermoluteolus	97.90
Simplicispira suum	98.59
Halomonas profundi	99.86
Paludisphaera rhizosphaereae	100.00
Pseudomonas paracarnis	99.16
Acetobacter garciniae	100.00
Halomicroarcula salinisoli	99.24
Aneurinibacillus thermoaerophilus	99.74
Pasteurella testudinis	100.00
Streptomyces geysiriensis	98.91
Shewanella sairae	99.99
Shewanella glacialipiscicola	99.10
Bacillus paramobilis	99.97
Apilactobacillus xinyiensis	98.25
Vibrio alfacsensis	96.69
Acidothermus cellulolyticus	97.77
Pyrinomonas methylaliphatogenes	99.58
Pseudacidobacterium ailaaui	99.38
Thermoflavifilum aggregans	98.59
Actinomadura rubrobrunea	96.10
Thermorudis peleae	98.07
Stutzerimonas chloritidismutans	97.23
Qipengyuania xiapuensis	97.57
Helicobacter turcicus	99.99
Pseudomonas lijiangensis	99.98
Candidatus Sysuiplasma jiujiangense	99.54
Candidatus Sysuiplasma acidicola	98.26
Candidatus Sysuiplasma superficiale	99.57
Corynebacterium testudinoris	99.64
Mycolicibacterium farcinogenes	98.33
Phreatobacter oligotrophus	96.26
Afipia birgiae	99.89
Paenibacillus typhae	96.07
Sphingomonas ginsenosidimutans	98.93
Mycobacterium pseudokansasii	99.77
Sphingomonas ursincola	97.90
Bacillus bingmayongensis	99.77
Corynebacterium parakroppenstedtii	99.83
Azospirillum formosense	99.96
Rhizobium redzepovicii	99.80
Rhizobium croatiense	99.37
Cupriavidus respiraculi	98.88
Algoriphagus marincola	97.56
Burkholderia arboris	97.53
Nitratireductor rhodophyticola	100.00
Psychrobacter pacificensis	98.42
Achromobacter mucicolens	97.39
Lactobacillus huangpiensis	99.94
Prevotella lacticifex	99.86
Azospirillum agricola	96.64
Hymenobacter psoromatis	100.00
Mycoplasma tauri	99.14
Paucibacter aquatile	97.21
Aquabacterium parvum	98.95
Methanobacterium paludis	96.41
Macrococcus armenti	97.35
Haloterrigena longa	100.00
Campylobacter canadensis	99.84
Corynebacterium poyangense	99.41
Modicisalibacter tunisiensis	96.82
Aeromonas rivuli	98.27
Psychroflexus curvus	98.97
Ruegeria profundi	96.75
Saliphagus infecundisoli	100.00
Bacillus tianshenii	96.62
Vibrio tritonius	98.53
Vibrio chemaguriensis	98.11
Pseudomonas kurunegalensis	99.35
Acinetobacter pseudolwoffii	97.68
Escherichia whittamii	100.00
Streptomyces solaniscabiei	100.00
Halomicrobium salinisoli	98.45
Acidibrevibacterium fodinaquatile	98.69
Pseudomonas lalkuanensis	99.55
Methylophaga pinxianii	100.00
Thalassolituus alkanivorans	100.00
Desulfurispirillum indicum	99.16
Mesobacillus jeotgali	98.57
Acuticoccus sediminis	99.14
Carnobacterium viridans	99.97
Bacteroides humanifaecis	99.10
Bacillus stercoris	98.72
Bariatricus massiliensis	99.98
Hoylesella buccalis	98.91
Intestinibacillus massiliensis	98.44
Veillonella nakazawae	96.25
Corynebacterium uberis	99.91
Thiobacillus denitrificans	98.57
Neolewinella agarilytica	98.91
Clostridium fessum	98.55
Neorhizobium petrolearium	96.05
Lachnoclostridium pacaense	98.82
Psychrobacter sanguinis	98.37
Gordonia otitidis	99.38
Bacteroides togonis	97.30
Bacteroides coprosuis	99.22
Thermophilibacter provencensis	97.71
Slackia equolifaciens	97.35
Lachnoclostridium phocaeense	98.62
Collinsella ihumii	98.00
Enorma phocaeensis	97.47
Brachybacterium faecium	99.19
Brachybacterium massiliense	97.72
Metalysinibacillus jejuensis	99.24
Marinomonas communis	97.49
Brevundimonas aurantiaca	97.85
Aromatoleum toluclasticum	98.19
Xanthomonas dyei	98.41
Merdimonas faecis	98.81
Rubneribacter badeniensis	98.06
Methanoculleus marisnigri	98.91
Pinisolibacter aquiterrae	99.99
Campylobacter bilis	99.99
Photorhabdus thracensis	99.58
Photorhabdus aegyptia	96.68
Flavobacterium ammonificans	96.72
Bradyrhizobium ivorense	97.23
Methanobrevibacter woesei	97.39
Enterococcus aquimarinus	98.24
Roseiconus lacunae	99.13
Fructobacillus papyriferae	100.00
Streptomyces huasconensis	97.27
Nocardia huaxiensis	99.48
Jiella flava	100.00
Chromobacterium piscinae	99.01
Neobacillus sedimentimangrovi	99.43
Pseudomonas californiensis	100.00
Pseudomonas quasicaspiana	96.45
Dialister succinatiphilus	97.76
Microbulbifer elongatus	98.96
Pseudomonas petroselini	99.98
Limosilactobacillus caviae	99.72
Nocardia yamanashiensis	96.93
Nocardia gipuzkoensis	97.63
Parabacteroides chartae	97.95
Luteimonas fraxinea	99.28
Pseudomonas bijieensis	99.08
Methylobacterium currus	99.35
Melaminivora jejuensis	99.98
Streptomyces tricolor	99.11
Buttiauxella ferragutiae	99.24
Acetobacter sicerae	97.59
Helicobacter kayseriensis	100.00
Helicobacter anatolicus	96.43
Paradesulfovibrio bizertensis	99.04
Microbacterium profundi	98.40
Halomonas alkalisoli	96.65
Acidocella facilis	98.06
Aeromonas australiensis	96.78
Pseudomonas pseudonitroreducens	98.31
Pseudomonas tohonis	97.31
Mesorhizobium muleiense	98.00
Treponema succinifaciens	98.58
Furfurilactobacillus milii	98.71
Enterobacter quasihormaechei	98.78
Streptococcus parasuis	96.64
Corynebacterium pseudokroppenstedtii	99.99
Nevskia ramosa	98.37
Achromobacter pulmonis	99.48
Cyanobium usitatum	96.71
Gordonia liuliyuniae	98.08
Gordonia zhenghanii	99.67
Halomonas shengliensis	97.60
Candidatus Geocrenenecus dongiae	99.85
Acinetobacter nectaris	97.12
Pseudodesulfovibrio aespoeensis	99.99
Intestinimonas massiliensis	98.74
Methylobacterium dankookense	99.99
Methylobacterium tardum	99.95
Oceanobacillus alkalisoli	99.55
Xanthobacter oligotrophicus	100.00
Azospirillum doebereinerae	99.24
Streptomyces inhibens	96.94
Ectothiorhodospira variabilis	99.12
Ectothiorhodospira mobilis	98.23
Leptospira sanjuanensis	99.24
Shewanella shenzhenensis	100.00
Achromobacter insuavis	99.63
Macrococcus brunensis	98.12
Arsenicicoccus bolidensis	97.90
Macrococcus epidermidis	98.57
Dermabacter vaginalis	96.22
Wielerella bovis	96.66
Mycolicibacillus parakoreensis	100.00
Vibrio brasiliensis	98.67
Shewanella insulae	97.12
Ectothiorhodosinus mongolicus	100.00
Psychrobacter glaciei	98.22
Alcaligenes ammonioxydans	99.45
Romboutsia hominis	99.38
Gluconobacter frateurii	98.49
Brevibacterium zhoupengii	99.23
Tenacibaculum aquimarinum	97.95
Acidaminococcus provencensis	99.57
Acinetobacter populi	97.62
Secundilactobacillus angelensis	100.00
Methylobacterium organophilum	98.63
Brucella ciceri	98.09
Acinetobacter modestus	97.02
Microbulbifer celer	100.00
Chryseobacterium mucoviscidosis	96.25
Chryseobacterium timonianum	99.99
Burkholderia stabilis	99.06
Thermus arciformis	99.98
Bartonella krasnovii	99.31
Rosenbergiella australiborealis	99.47
Rosenbergiella collisarenosi	99.51
Rosenbergiella epipactidis	97.56
Psychrobacillus psychrodurans	98.55
Peribacillus muralis	98.09
Roseomonas vastitatis	99.71
Pseudoxanthomonas daejeonensis	98.68
Tetrasphaera jenkinsii	97.40
Lacticaseibacillus songhuajiangensis	97.53
[Lactobacillus] timonensis	99.11
Clostridium luticellarii	99.77
Schleiferilactobacillus perolens	98.02
Aestuariivivens sediminis	98.57
Aestuariivivens marinum	98.87
Aestuariivivens sediminicola	96.88
Alistipes dispar	99.17
Xanthomonas indica	96.41
Acetivibrio straminisolvens	99.75
Mixta tenebrionis	99.62
Actinomadura litoris	97.56
Candidatus Rhodoblastus alkanivorans	99.98
Veillonella caviae	98.41
Actinobacillus porcinus	97.77
Eubacterium pyruvativorans	98.79
Pseudoflavonifractor capillosus	97.49
Allisonella histaminiformans	98.22
Absicoccus porci	99.35
Galactobacillus timonensis	97.75
Fusobacterium perfoetens	99.00
Eubacterium coprostanoligenes	98.32
Anaerobiospirillum succiniciproducens	96.92
Streptococcus hyointestinalis	98.79
Negativibacillus massiliensis	97.50
Methanobrevibacter boviskoreani	98.09
Butyricicoccus porcorum	99.72
Romboutsia timonensis	98.70
Anaerolactibacter massiliensis	97.67
Aerococcus suis	99.75
Schaalia hyovaginalis	98.05
Streptococcus orisratti	98.57
Sutterella parvirubra	98.98
Sulfitobacter dubius	96.59
Dubosiella newyorkensis	99.09
Rathayibacter caricis	98.31
Lactococcus carnosus	98.55
Lactococcus paracarnosus	99.31
Geobacter soli	99.28
Porphyromonas somerae	97.00
Pyramidobacter piscolens	98.97
Sphingomicrobium astaxanthinifaciens	100.00
Kingella potus	99.85
Shinella yambaruensis	100.00
Sphingomicrobium aestuariivivum	100.00
Pseudomonas moorei	98.89
Chromohalobacter moromii	97.14
Thauera aromatica	97.94
Marinobacter alexandrii	99.00
Ensifer sesbaniae	99.04
Fulvimarina manganoxydans	96.24
Rivicola pingtungensis	97.78
Corynebacterium pygosceleis	99.28
Corynebacterium antarcticum	99.63
Corynebacterium meridianum	99.46
Corynebacterium marambiense	99.75
Flavihalobacter algicola	98.47
Ignavigranum ruoffiae	98.50
Pseudomonas azerbaijanoccidens	98.98
Geomonas paludis	99.48
Desulfuromonas thiophila	97.62
Bacillus rugosus	99.20
Pseudomonas morbosilactucae	98.64
Candidatus Wolframiiraptor sinensis	99.42
Candidatus Terraquivivens tengchongensis	99.65
Candidatus Geocrenenecus huangii	99.66
Lentibacter algarum	99.29
Infirmifilum uzonense	99.43
Alteromonas gracilis	97.31
Vulcanisaeta moutnovskia	99.54
Candidatus Terraquivivens ruidianensis	99.94
Microbacterium marinum	98.30
Gardnerella piotii	96.69
Shewanella dokdonensis	99.95
Shewanella hafniensis	99.99
Shewanella algicola	99.43
Shewanella seohaensis	99.71
Shewanella benthica	100.00
Succinatimonas hippei	98.41
Brenneria tiliae	99.24
Fenollaria massiliensis	96.38
Ezakiella coagulans	97.41
Streptomyces lavenduligriseus	98.46
Mesorhizobium opportunistum	96.31
Enterobacter vonholyi	98.56
Acinetobacter amyesii	97.37
Streptomyces kronopolitis	97.91
Aestuariirhabdus haliotis	99.85
Alicyclobacillus shizuokensis	99.26
Thermomonas hydrothermalis	98.61
Alicyclobacillus herbarius	98.89
Flavobacterium micromati	98.44
Staphylococcus edaphicus	99.98
Streptomyces ardesiacus	99.33
Candidatus Terraquivivens yellowstonensis	99.41
Candidatus Geocrenenecus arthurdayi	99.32
Candidatus Wolframiiraptor allenii	98.96
Gelidibacter japonicus	98.34
Dinoroseobacter shibae	100.00
Brevundimonas albigilva	99.69
Paenibacillus hunanensis	97.79
Streptomyces radiopugnans	98.34
Neisseria subflava	96.56
Helicobacter colisuis	98.88
Pantoea alhagi	96.95
Nocardioides bruguierae	97.92
Weissella diestrammenae	99.99
Periweissella ghanensis	100.00
Periweissella fabaria	99.99
Luteibacter anthropi	98.35
Pseudomonas sagittaria	98.96
Serpentinimonas maccroryi	97.67
Streptomyces lydicamycinicus	99.40
Pelagerythrobacter marinus	98.72
Rossellomorea marisflavi	98.48
Floricoccus penangensis	97.88
Hungatella effluvii	97.07
Alkalihalophilus marmarensis	99.17
Sphingopyxis alaskensis	99.90
Brevibacillus invocatus	99.01
Metabacillus halosaccharovorans	97.25
Niallia taxi	98.22
Bhargavaea ginsengi	96.26
Alkalimarinus sediminis	99.99
Pseudomonas shahriarae	99.11
Streptomyces spororaveus	99.69
